timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1768839258857,199,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-9,text,true,,276591,125,20,21,https://vnexpress.net/kinh-doanh,113,0,0
1768839258847,210,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276856,125,20,21,https://vnexpress.net/kinh-doanh,163,0,0
1768839258914,143,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316741,123,20,21,https://vnexpress.net/the-thao,97,0,0
1768839258873,184,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-20,text,true,,316399,123,20,21,https://vnexpress.net/the-thao,140,0,0
1768839258922,153,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-17,text,true,,316368,123,20,21,https://vnexpress.net/the-thao,115,0,0
1768839258964,124,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316732,123,20,21,https://vnexpress.net/the-thao,91,0,0
1768839258970,118,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-13,text,true,,276863,125,20,21,https://vnexpress.net/kinh-doanh,90,0,0
1768839258889,226,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-7,text,true,,316329,123,20,21,https://vnexpress.net/the-thao,101,0,0
1768839258935,187,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276544,125,20,21,https://vnexpress.net/kinh-doanh,157,0,0
1768839258955,175,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-11,text,true,,276537,125,20,21,https://vnexpress.net/kinh-doanh,145,0,0
1768839258946,188,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-12,text,true,,316740,123,20,21,https://vnexpress.net/the-thao,153,0,0
1768839258992,155,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-15,text,true,,276561,125,20,21,https://vnexpress.net/kinh-doanh,122,0,0
1768839258615,552,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-25,text,true,,341904,115,1,21,https://vnexpress.net/,371,0,198
1768839259001,172,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-18,text,true,,316702,123,20,21,https://vnexpress.net/the-thao,132,0,0
