timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1768839244413,571,GET Homepage,200,OK,Thread Group 1 - Basic 1-3,text,true,,341711,115,8,12,https://vnexpress.net/,417,0,233
1768839244266,780,GET Homepage,200,OK,Thread Group 1 - Basic 1-1,text,true,,340437,115,9,13,https://vnexpress.net/,578,0,387
1768839244266,780,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-1,text,true,,340291,115,2,13,https://vnexpress.net/,603,0,372
1768839244315,735,GET Homepage,200,OK,Thread Group 1 - Basic 1-2,text,true,,340337,115,9,13,https://vnexpress.net/,533,0,338
1768839244266,825,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276597,125,2,13,https://vnexpress.net/kinh-doanh,658,0,372
1768839244515,589,GET Homepage,200,OK,Thread Group 1 - Basic 1-4,text,true,,340233,115,9,13,https://vnexpress.net/,415,0,196
1768839244988,122,GET Homepage,200,OK,Thread Group 1 - Basic 1-3,text,true,,341673,115,10,14,https://vnexpress.net/,85,0,0
1768839244728,399,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276950,125,2,14,https://vnexpress.net/kinh-doanh,266,0,146
1768839244612,594,GET Homepage,200,OK,Thread Group 1 - Basic 1-5,text,true,,340234,115,10,14,https://vnexpress.net/,398,0,172
1768839245046,160,GET Homepage,200,OK,Thread Group 1 - Basic 1-1,text,true,,340294,115,10,14,https://vnexpress.net/,103,0,0
1768839245050,160,GET Homepage,200,OK,Thread Group 1 - Basic 1-2,text,true,,340212,115,10,14,https://vnexpress.net/,99,0,0
1768839245046,172,GET Subpage - Thoi Su,200,OK,Thread Group 2 - Heavy Load 2-1,text,true,,314141,122,2,14,https://vnexpress.net/thoi-su,117,0,0
1768839245110,116,GET Homepage,200,OK,Thread Group 1 - Basic 1-3,text,true,,341658,115,10,14,https://vnexpress.net/,88,0,0
1768839245091,167,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316500,123,3,14,https://vnexpress.net/the-thao,109,0,0
1768839245127,139,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316786,123,3,14,https://vnexpress.net/the-thao,85,0,0
1768839244715,592,GET Homepage,200,OK,Thread Group 1 - Basic 1-6,text,true,,340248,115,10,14,https://vnexpress.net/,389,0,193
1768839244819,511,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-2,text,true,,341672,115,1,14,https://vnexpress.net/,348,0,174
1768839245210,121,GET Homepage,200,OK,Thread Group 1 - Basic 1-2,text,true,,340218,115,10,14,https://vnexpress.net/,91,0,0
1768839245207,131,GET Homepage,200,OK,Thread Group 1 - Basic 1-1,text,true,,340328,115,10,14,https://vnexpress.net/,98,0,0
1768839245226,124,GET Homepage,200,OK,Thread Group 1 - Basic 1-3,text,true,,341712,115,10,14,https://vnexpress.net/,92,0,0
1768839245206,166,GET Homepage,200,OK,Thread Group 1 - Basic 1-5,text,true,,340197,115,10,14,https://vnexpress.net/,99,0,0
1768839245266,113,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276881,125,3,14,https://vnexpress.net/kinh-doanh,86,0,0
1768839245259,138,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276590,125,3,14,https://vnexpress.net/kinh-doanh,113,0,0
1768839245104,303,GET Homepage,200,OK,Thread Group 1 - Basic 1-4,text,true,,340297,115,10,14,https://vnexpress.net/,246,0,0
1768839244814,593,GET Homepage,200,OK,Thread Group 1 - Basic 1-7,text,true,,340260,115,10,14,https://vnexpress.net/,393,0,197
1768839245330,129,GET Subpage - Thoi Su,200,OK,Thread Group 2 - Heavy Load 2-2,text,true,,314441,122,2,15,https://vnexpress.net/thoi-su,85,0,0
1768839245331,133,GET Homepage,200,OK,Thread Group 1 - Basic 1-2,text,true,,340203,115,10,14,https://vnexpress.net/,96,0,0
1768839245307,157,GET Homepage,200,OK,Thread Group 1 - Basic 1-6,text,true,,340226,115,10,14,https://vnexpress.net/,110,0,0
1768839245338,130,GET Homepage,200,OK,Thread Group 1 - Basic 1-1,text,true,,340227,115,10,14,https://vnexpress.net/,93,0,0
1768839245350,137,GET Homepage,200,OK,Thread Group 1 - Basic 1-3,text,true,,341673,115,10,14,https://vnexpress.net/,99,0,0
1768839245379,113,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316747,123,3,13,https://vnexpress.net/the-thao,87,0,0
1768839245373,135,GET Homepage,200,OK,Thread Group 1 - Basic 1-5,text,true,,340203,115,9,13,https://vnexpress.net/,101,0,0
1768839244914,606,GET Homepage,200,OK,Thread Group 1 - Basic 1-8,text,true,,340437,115,9,13,https://vnexpress.net/,383,0,199
1768839245407,123,GET Homepage,200,OK,Thread Group 1 - Basic 1-4,text,true,,340213,115,9,13,https://vnexpress.net/,93,0,0
1768839245014,519,GET Homepage,200,OK,Thread Group 1 - Basic 1-9,text,true,,341697,115,9,13,https://vnexpress.net/,346,0,175
1768839245397,150,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316522,123,3,13,https://vnexpress.net/the-thao,123,0,0
1768839245408,163,GET Homepage,200,OK,Thread Group 1 - Basic 1-7,text,true,,340317,115,9,13,https://vnexpress.net/,94,0,0
1768839245464,133,GET Homepage,200,OK,Thread Group 1 - Basic 1-6,text,true,,340204,115,9,13,https://vnexpress.net/,101,0,0
1768839245464,133,GET Homepage,200,OK,Thread Group 1 - Basic 1-2,text,true,,340195,115,9,13,https://vnexpress.net/,98,0,0
1768839245468,145,GET Homepage,200,OK,Thread Group 1 - Basic 1-1,text,true,,340212,115,8,12,https://vnexpress.net/,104,0,0
1768839245493,127,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276886,125,3,11,https://vnexpress.net/kinh-doanh,84,0,0
1768839245109,527,GET Homepage,200,OK,Thread Group 1 - Basic 1-10,text,true,,341705,115,7,11,https://vnexpress.net/,355,0,149
1768839245508,135,GET Homepage,200,OK,Thread Group 1 - Basic 1-5,text,true,,340405,115,7,11,https://vnexpress.net/,100,0,0
1768839245533,129,GET Homepage,200,OK,Thread Group 1 - Basic 1-9,text,true,,341658,115,7,11,https://vnexpress.net/,92,0,0
1768839245531,131,GET Homepage,200,OK,Thread Group 1 - Basic 1-4,text,true,,340240,115,7,11,https://vnexpress.net/,95,0,0
1768839245547,137,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276701,125,3,11,https://vnexpress.net/kinh-doanh,109,0,0
1768839245520,164,GET Homepage,200,OK,Thread Group 1 - Basic 1-8,text,true,,340289,115,7,11,https://vnexpress.net/,97,0,0
1768839245571,136,GET Homepage,200,OK,Thread Group 1 - Basic 1-7,text,true,,340254,115,7,11,https://vnexpress.net/,110,0,0
1768839245598,126,GET Homepage,200,OK,Thread Group 1 - Basic 1-6,text,true,,340287,115,7,12,https://vnexpress.net/,99,0,0
1768839245637,127,GET Homepage,200,OK,Thread Group 1 - Basic 1-10,text,true,,341650,115,7,12,https://vnexpress.net/,87,0,0
1768839245620,146,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316774,123,4,12,https://vnexpress.net/the-thao,114,0,0
1768839245643,129,GET Homepage,200,OK,Thread Group 1 - Basic 1-5,text,true,,340217,115,7,12,https://vnexpress.net/,101,0,0
1768839245662,119,GET Homepage,200,OK,Thread Group 1 - Basic 1-9,text,true,,341688,115,6,11,https://vnexpress.net/,93,0,0
1768839245663,128,GET Homepage,200,OK,Thread Group 1 - Basic 1-4,text,true,,340188,115,6,11,https://vnexpress.net/,99,0,0
1768839245685,128,GET Homepage,200,OK,Thread Group 1 - Basic 1-8,text,true,,340496,115,5,10,https://vnexpress.net/,101,0,0
1768839245224,599,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276578,125,4,10,https://vnexpress.net/kinh-doanh,426,0,221
1768839245707,122,GET Homepage,200,OK,Thread Group 1 - Basic 1-7,text,true,,340261,115,5,10,https://vnexpress.net/,92,0,0
1768839245685,144,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316404,123,4,10,https://vnexpress.net/the-thao,114,0,0
1768839245724,120,GET Homepage,200,OK,Thread Group 1 - Basic 1-6,text,true,,340171,115,5,10,https://vnexpress.net/,93,0,0
1768839245766,111,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276865,125,4,9,https://vnexpress.net/kinh-doanh,85,0,0
1768839245764,116,GET Homepage,200,OK,Thread Group 1 - Basic 1-10,text,true,,341642,115,4,9,https://vnexpress.net/,91,0,0
1768839245781,110,GET Homepage,200,OK,Thread Group 1 - Basic 1-9,text,true,,341703,115,4,9,https://vnexpress.net/,84,0,0
1768839245813,123,GET Homepage,200,OK,Thread Group 1 - Basic 1-8,text,true,,340441,115,4,9,https://vnexpress.net/,91,0,0
1768839245415,521,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-3,text,true,,341760,115,1,9,https://vnexpress.net/,371,0,154
1768839245829,124,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276575,125,4,9,https://vnexpress.net/kinh-doanh,94,0,0
1768839245829,126,GET Homepage,200,OK,Thread Group 1 - Basic 1-7,text,true,,340233,115,4,9,https://vnexpress.net/,95,0,0
1768839245880,112,GET Homepage,200,OK,Thread Group 1 - Basic 1-10,text,true,,341681,115,3,8,https://vnexpress.net/,86,0,0
1768839245891,113,GET Homepage,200,OK,Thread Group 1 - Basic 1-9,text,true,,341658,115,3,8,https://vnexpress.net/,87,0,0
1768839245824,184,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316347,123,4,7,https://vnexpress.net/the-thao,123,0,0
1768839245877,157,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316812,123,4,8,https://vnexpress.net/the-thao,127,0,0
1768839245936,116,GET Subpage - Thoi Su,200,OK,Thread Group 2 - Heavy Load 2-3,text,true,,314564,122,2,8,https://vnexpress.net/thoi-su,88,0,0
1768839245936,124,GET Homepage,200,OK,Thread Group 1 - Basic 1-8,text,true,,340436,115,2,7,https://vnexpress.net/,93,0,0
1768839245953,127,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316478,123,4,6,https://vnexpress.net/the-thao,97,0,0
1768839245992,115,GET Homepage,200,OK,Thread Group 1 - Basic 1-10,text,true,,341658,115,1,6,https://vnexpress.net/,86,0,0
1768839246008,119,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276715,125,4,5,https://vnexpress.net/kinh-doanh,92,0,0
1768839246034,112,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276873,125,4,5,https://vnexpress.net/kinh-doanh,85,0,0
1768839245724,501,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276942,125,4,5,https://vnexpress.net/kinh-doanh,363,0,155
1768839246081,157,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276663,125,5,6,https://vnexpress.net/kinh-doanh,129,0,0
1768839246128,121,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316461,123,5,6,https://vnexpress.net/the-thao,95,0,0
1768839246146,109,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316732,123,5,6,https://vnexpress.net/the-thao,84,0,0
1768839246225,137,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316747,123,5,6,https://vnexpress.net/the-thao,85,0,0
1768839246238,124,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316422,123,5,6,https://vnexpress.net/the-thao,100,0,0
1768839246255,111,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276865,125,5,6,https://vnexpress.net/kinh-doanh,84,0,0
1768839246249,126,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276653,125,5,6,https://vnexpress.net/kinh-doanh,100,0,0
1768839246362,110,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276944,125,5,6,https://vnexpress.net/kinh-doanh,84,0,0
1768839246367,114,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316802,123,5,6,https://vnexpress.net/the-thao,84,0,0
1768839246362,126,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276631,125,5,6,https://vnexpress.net/kinh-doanh,93,0,0
1768839246375,123,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316346,123,5,6,https://vnexpress.net/the-thao,97,0,0
1768839246473,116,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316688,123,5,6,https://vnexpress.net/the-thao,86,0,0
1768839246481,116,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276866,125,5,6,https://vnexpress.net/kinh-doanh,85,0,0
1768839246018,585,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-4,text,true,,340212,115,1,6,https://vnexpress.net/,386,0,195
1768839246488,125,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316373,123,5,6,https://vnexpress.net/the-thao,96,0,0
1768839246498,121,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276644,125,5,7,https://vnexpress.net/kinh-doanh,95,0,0
1768839246589,111,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276865,125,5,7,https://vnexpress.net/kinh-doanh,85,0,0
1768839246598,113,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316741,123,5,7,https://vnexpress.net/the-thao,86,0,0
1768839246229,489,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276958,125,5,7,https://vnexpress.net/kinh-doanh,353,0,168
1768839246604,121,GET Subpage - Thoi Su,200,OK,Thread Group 2 - Heavy Load 2-4,text,true,,314158,122,2,7,https://vnexpress.net/thoi-su,93,0,0
1768839246619,120,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316345,123,6,7,https://vnexpress.net/the-thao,89,0,0
1768839246613,147,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276601,125,6,7,https://vnexpress.net/kinh-doanh,124,0,0
1768839246700,112,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316748,123,6,7,https://vnexpress.net/the-thao,84,0,0
1768839246711,113,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276896,125,6,7,https://vnexpress.net/kinh-doanh,85,0,0
1768839246740,126,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276637,125,6,7,https://vnexpress.net/kinh-doanh,98,0,0
1768839246718,148,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316747,123,6,7,https://vnexpress.net/the-thao,91,0,0
1768839246760,121,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316322,123,6,7,https://vnexpress.net/the-thao,96,0,0
1768839246812,105,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276879,125,6,7,https://vnexpress.net/kinh-doanh,79,0,0
1768839246824,109,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316770,123,6,7,https://vnexpress.net/the-thao,83,0,0
1768839246867,117,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276886,125,6,7,https://vnexpress.net/kinh-doanh,87,0,0
1768839246866,128,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316346,123,6,7,https://vnexpress.net/the-thao,98,0,0
1768839246882,126,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276690,125,6,7,https://vnexpress.net/kinh-doanh,99,0,0
1768839246918,118,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316762,123,6,7,https://vnexpress.net/the-thao,88,0,0
1768839246933,115,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276864,125,6,7,https://vnexpress.net/kinh-doanh,84,0,0
1768839246984,113,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316754,123,6,7,https://vnexpress.net/the-thao,87,0,0
1768839246994,122,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276545,125,6,7,https://vnexpress.net/kinh-doanh,96,0,0
1768839246618,504,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-5,text,true,,341672,115,1,7,https://vnexpress.net/,348,0,150
1768839247008,147,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316320,123,6,7,https://vnexpress.net/the-thao,96,0,0
1768839247036,120,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276880,125,6,7,https://vnexpress.net/kinh-doanh,86,0,0
1768839247048,126,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316732,123,6,7,https://vnexpress.net/the-thao,96,0,0
1768839247097,113,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276896,125,6,7,https://vnexpress.net/kinh-doanh,87,0,0
1768839246728,495,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-6,text,true,,277102,125,6,8,https://vnexpress.net/kinh-doanh,350,0,150
1768839247117,131,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316313,123,7,9,https://vnexpress.net/the-thao,99,0,0
1768839247122,142,GET Subpage - Thoi Su,200,OK,Thread Group 2 - Heavy Load 2-5,text,true,,314596,122,2,9,https://vnexpress.net/thoi-su,85,0,0
1768839247156,114,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316731,123,7,8,https://vnexpress.net/the-thao,86,0,0
1768839247156,124,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276589,125,7,8,https://vnexpress.net/kinh-doanh,97,0,0
1768839247175,113,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276864,125,7,8,https://vnexpress.net/kinh-doanh,87,0,0
1768839247210,104,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316722,123,7,8,https://vnexpress.net/the-thao,78,0,0
1768839247223,127,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-6,text,true,,316764,123,7,8,https://vnexpress.net/the-thao,85,0,0
1768839247248,130,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276545,125,7,8,https://vnexpress.net/kinh-doanh,100,0,0
1768839247270,111,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276873,125,7,8,https://vnexpress.net/kinh-doanh,84,0,0
1768839247314,91,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276870,125,7,8,https://vnexpress.net/kinh-doanh,78,0,0
1768839247288,120,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316756,123,7,8,https://vnexpress.net/the-thao,89,0,0
1768839247280,148,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316345,123,7,8,https://vnexpress.net/the-thao,120,0,0
1768839247350,110,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-6,text,true,,276926,125,7,8,https://vnexpress.net/kinh-doanh,86,0,0
1768839247381,116,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316688,123,7,8,https://vnexpress.net/the-thao,83,0,0
1768839247378,128,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316354,123,7,8,https://vnexpress.net/the-thao,98,0,0
1768839247408,109,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276902,125,7,8,https://vnexpress.net/kinh-doanh,85,0,0
1768839247405,113,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316723,123,7,8,https://vnexpress.net/the-thao,87,0,0
1768839247428,125,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276631,125,7,8,https://vnexpress.net/kinh-doanh,99,0,0
1768839247460,116,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-6,text,true,,316741,123,7,8,https://vnexpress.net/the-thao,88,0,0
1768839247498,113,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276880,125,7,8,https://vnexpress.net/kinh-doanh,84,0,0
1768839247517,114,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316731,123,7,8,https://vnexpress.net/the-thao,86,0,0
1768839247506,126,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276537,125,7,8,https://vnexpress.net/kinh-doanh,99,0,0
1768839247518,121,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276871,125,7,8,https://vnexpress.net/kinh-doanh,94,0,0
1768839247553,129,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316400,123,7,8,https://vnexpress.net/the-thao,99,0,0
1768839247576,112,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-6,text,true,,276949,125,7,8,https://vnexpress.net/kinh-doanh,86,0,0
1768839247611,118,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316748,123,8,9,https://vnexpress.net/the-thao,87,0,0
1768839247228,503,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-7,text,true,,276585,125,8,9,https://vnexpress.net/kinh-doanh,331,0,178
1768839247639,109,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316707,123,8,9,https://vnexpress.net/the-thao,91,0,0
1768839247631,120,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276880,125,8,9,https://vnexpress.net/kinh-doanh,85,0,0
1768839247632,129,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316322,123,8,9,https://vnexpress.net/the-thao,106,0,0
1768839247682,117,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276684,125,8,9,https://vnexpress.net/kinh-doanh,90,0,0
1768839247219,585,GET Homepage,200,OK,Thread Group 2 - Heavy Load 2-6,text,true,,340351,115,1,9,https://vnexpress.net/,410,0,192
1768839247688,116,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-6,text,true,,316795,123,8,9,https://vnexpress.net/the-thao,89,0,0
1768839247730,112,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276873,125,8,10,https://vnexpress.net/kinh-doanh,85,0,0
1768839247748,116,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276866,125,8,10,https://vnexpress.net/kinh-doanh,87,0,0
1768839247762,119,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276654,125,8,10,https://vnexpress.net/kinh-doanh,92,0,0
1768839247751,138,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316748,123,8,10,https://vnexpress.net/the-thao,108,0,0
1768839247731,161,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-7,text,true,,316445,123,8,10,https://vnexpress.net/the-thao,101,0,0
1768839247799,130,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316389,123,8,10,https://vnexpress.net/the-thao,99,0,0
1768839247804,125,GET Subpage - Thoi Su,200,OK,Thread Group 2 - Heavy Load 2-6,text,true,,314193,122,2,10,https://vnexpress.net/thoi-su,98,0,0
1768839247804,136,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-6,text,true,,276973,125,8,9,https://vnexpress.net/kinh-doanh,109,0,0
1768839247843,116,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316732,123,8,9,https://vnexpress.net/the-thao,86,0,0
1768839247864,113,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316710,123,8,9,https://vnexpress.net/the-thao,86,0,0
1768839247889,115,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276866,125,8,9,https://vnexpress.net/kinh-doanh,89,0,0
1768839247881,123,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316367,123,8,9,https://vnexpress.net/the-thao,94,0,0
1768839247892,126,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-7,text,true,,276630,125,8,9,https://vnexpress.net/kinh-doanh,100,0,0
1768839247929,123,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-1,text,true,,276568,125,8,9,https://vnexpress.net/kinh-doanh,96,0,0
1768839247941,112,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-6,text,true,,316778,123,8,9,https://vnexpress.net/the-thao,85,0,0
1768839247959,113,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-4,text,true,,276872,125,8,9,https://vnexpress.net/kinh-doanh,89,0,0
1768839247977,114,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-5,text,true,,276887,125,8,9,https://vnexpress.net/kinh-doanh,85,0,0
1768839248005,113,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-2,text,true,,316748,123,8,9,https://vnexpress.net/the-thao,84,0,0
1768839248005,132,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-3,text,true,,276554,125,8,9,https://vnexpress.net/kinh-doanh,104,0,0
1768839248018,119,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-7,text,true,,316374,123,8,9,https://vnexpress.net/the-thao,93,0,0
1768839248053,111,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-6,text,true,,276934,125,8,9,https://vnexpress.net/kinh-doanh,85,0,0
1768839248052,129,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-1,text,true,,316331,123,8,9,https://vnexpress.net/the-thao,99,0,0
1768839248072,119,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-4,text,true,,316695,123,8,9,https://vnexpress.net/the-thao,85,0,0
1768839248091,115,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-5,text,true,,316740,123,8,9,https://vnexpress.net/the-thao,87,0,0
1768839247724,497,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-8,text,true,,276894,125,8,9,https://vnexpress.net/kinh-doanh,356,0,175
1768839248118,115,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-2,text,true,,276866,125,9,10,https://vnexpress.net/kinh-doanh,86,0,0
1768839248137,127,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-3,text,true,,316312,123,9,10,https://vnexpress.net/the-thao,111,0,0
1768839248137,140,GET Subpage - Kinh Doanh,200,OK,Thread Group 3 - Custom 3-7,text,true,,276607,125,9,10,https://vnexpress.net/kinh-doanh,110,0,0
1768839248164,120,GET Subpage - The Thao,200,OK,Thread Group 3 - Custom 3-6,text,true,,316755,123,9,10,https://vnexpress.net/the-thao,92,0,0
